,item_name,item_price,item_color,item_link
71,Tory Burch Miller Flip Flop (Women),$132.66,[],https://shop.nordstrom.com/s/tory-burch-miller-flip-flop-women/5481288?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=spark%20gold
72,UGG® Polk Boot (Women),$101.90,[],https://shop.nordstrom.com/s/ugg-polk-boot-women/5324744?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20leather
73,UGG® Classic Bling Mini Bootie (Women),$101.96,[],https://shop.nordstrom.com/s/ugg-classic-bling-mini-bootie-women/5533993?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
74,Thread & Supply Fleece Lined Quilted Utility Jacket,$52.80,[],https://shop.nordstrom.com/s/thread-supply-fleece-lined-quilted-utility-jacket/5276973?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=blush
75,PJ Salvage Just Peachy Pajamas,$58.80,"['IVORY', 'ECRU', 'CHEVRON NAVY', 'SLATE MELANGE']",https://shop.nordstrom.com/s/pj-salvage-just-peachy-pajamas/5541855?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=ivory
76,Steve Madden Talent d'Orsay Flat (Women),$47.96 – $91.95,[],https://shop.nordstrom.com/s/steve-madden-talent-dorsay-flat-women/5239387?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=rhinestone
77,Bobeau Rib Long Sleeve Fuzzy Top (Regular & Petite),$27.00,[],https://shop.nordstrom.com/s/bobeau-rib-long-sleeve-fuzzy-top-regular-petite/5545902?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=camo%20olive
78,MAC Lucky Stars Lipstick Kit ($44 Value),$22.13,"['VIBRA', 'NEUTRAL']",https://shop.nordstrom.com/s/mac-lucky-stars-lipstick-kit-44-value/5384723?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=vibra
79,Hunter Original Play Waterproof Rain Bootie (Women),$56.98,[],https://shop.nordstrom.com/s/hunter-original-play-waterproof-rain-bootie-women/5525889?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=wader%20yellow
80,UGG® Grove Genuine Shearling Trim Slipper (Women),$69.90,"['CHESTNUT SUEDE', 'CHARCOAL SUEDE']",https://shop.nordstrom.com/s/ugg-grove-genuine-shearling-trim-slipper-women/5319375?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=chestnut%20suede
81,UGG® Classic Cosmos sequin Short Boot (Women),$113.90,[],https://shop.nordstrom.com/s/ugg-classic-cosmos-sequin-short-boot-women/5319354?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=silver%2F%20gold
82,UGG® Dakota Water Resistant Slipper (Women),$69.95,"['NIGHTSHADE SUEDE', 'MOLE SUEDE']",https://shop.nordstrom.com/s/ugg-dakota-water-resistant-slipper-women/5533921?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=nightshade%20suede
83,Tory Burch Metal Miller Flip Flop (Women),$149.90,[],https://shop.nordstrom.com/s/tory-burch-metal-miller-flip-flop-women/5481296?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=perfect%20navy%20%2F%20silver
84,UGG® Classic Galaxy Bling Mini Bootie (Women),$107.96,"['CHARCOAL SUEDE', 'QUARTZ SUEDE', 'BLACK SUEDE']",https://shop.nordstrom.com/s/ugg-classic-galaxy-bling-mini-bootie-women/5351301?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=charcoal%20suede
85,Jeffrey Campbell Cloudy Waterproof Chelsea Rain Boot (Women),$48.71 – $59.95,"['BLACK MATTE BLACK', 'BLUE IRIDESCENT']",https://shop.nordstrom.com/s/jeffrey-campbell-cloudy-waterproof-chelsea-rain-boot-women/4459923?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20matte%20black
86,Vince Havana Notch Bootie (Women),$157.98,"['BLACK LEATHER', 'LIGHT STRAW SUEDE', 'CASHEW', 'MILITAIRE', 'WALNUT']",https://shop.nordstrom.com/s/vince-havana-notch-bootie-women/5264835?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20leather
87,Halogen® x Atlantic-Pacific Gabriela Platform Oxford (Women) (Nordstrom Exclusive),$65.96,"['RED CHILI PATENT LEATHER', 'MINT PATENT LEATHER', 'PINK SMOKE PATENT LEATHER', 'BROWN MULTI PLAID FABRIC']",https://shop.nordstrom.com/s/halogen-x-atlantic-pacific-gabriela-platform-oxford-women-nordstrom-exclusive/5328449?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=red%20chili%20patent%20leather
88,Gibson Cozy Tunic (Regular & Petite),$36.00 – $40.20,[],https://shop.nordstrom.com/s/gibson-cozy-tunic-regular-petite/4978653?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=heather%20grey
89,Nike Epic React Flyknit 2 Running Shoe (Women),$99.90,"['PINK BLAST/ BLACK/ WHITE', 'PURE PLATINUM/ WOLF GREY', 'BLACK/ ANTHRACITE/ GUN SMOKE', 'BLACK/ BLACK/ EMBER GLOW/ GOLD']",https://shop.nordstrom.com/s/nike-epic-react-flyknit-2-running-shoe-women/5514922?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pink%20blast%2F%20black%2F%20white
90,Zella Weekend Full Zip Hoodie,$39.49,"['BLACK', 'IVORY CLOUD', 'GREY LILAC']",https://shop.nordstrom.com/s/zella-weekend-full-zip-hoodie/5400604?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
91,Steve Madden Domain Thigh High Boot (Women),$67.17,"['NATURAL SNAKE PRINT', 'BLACK']",https://shop.nordstrom.com/s/steve-madden-domain-thigh-high-boot-women/5437236?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=natural%20snake%20print
92,BeautyBio Metallic Gold GloPRO® Microneedling Regeneration Tool Set (Nordstrom Exclusive) ($239 Value),$149.25,[],https://shop.nordstrom.com/s/beautybio-metallic-gold-glopro-microneedling-regeneration-tool-set-nordstrom-exclusive-239-value/5361814?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=none
93,Halogen® Everyday Cashmere Beanie,$23.40,[],https://shop.nordstrom.com/s/halogen-everyday-cashmere-beanie/5288744?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
94,Levi's® 721 Ripped High Waist Skinny Jeans (Rugged Indigo),$58.80,[],https://shop.nordstrom.com/s/levis-721-ripped-high-waist-skinny-jeans-rugged-indigo/4719874?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=rugged%20indigo
95,Vince Camuto Nethera Perforated Bootie (Women) (Nordstrom Exclusive),$59.98,"['FOXY SUEDE', 'GRAYSTONE SUEDE', 'BLACK SUEDE']",https://shop.nordstrom.com/s/vince-camuto-nethera-perforated-bootie-women-nordstrom-exclusive/5244724?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=foxy%20suede
96,SOREL Out N About Plus Waterproof Bootie (Women),$89.90,"['ALPINE TUNDRA LEATHER', 'BLACK/ BLACK LEATHER']",https://shop.nordstrom.com/s/sorel-out-n-about-plus-waterproof-bootie-women/5546859?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=alpine%20tundra%20leather
97,1.STATE Side Button Waffle Weave Turtleneck Sweater,$59.40,"['RAPTURE PINK', 'ANTIQUE WHITE', 'SILVER HEATHER', 'RICH BLACK']",https://shop.nordstrom.com/s/1-state-side-button-waffle-weave-turtleneck-sweater/5394740?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=rapture%20pink
98,Sam Edelman Faux Shearling Lined Puffer Coat,$97.30,"['OLIVE', 'BLACK', 'MARIGOLD', 'NAVY', 'WHITE']",https://shop.nordstrom.com/s/sam-edelman-faux-shearling-lined-puffer-coat/5327997?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=olive
99,Socialite Twist Front Brushed Hacci Sweatshirt,$20.98,[],https://shop.nordstrom.com/s/socialite-twist-front-brushed-hacci-sweatshirt/5545104?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pink
100,STS Blue Ellie High Waist Jeggings (North Alexis),$29.40,[],https://shop.nordstrom.com/s/sts-blue-ellie-high-waist-jeggings-north-alexis/5271407?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=north%20alexis
101,Steve Madden Lead Bootie (Women),$69.90 – $77.96,"['BLACK CROCO', 'BLACK LEATHER', 'BURGUNDY', 'NUDE SNAKE PRINT']",https://shop.nordstrom.com/s/steve-madden-lead-bootie-women/5407473?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20croco
102,UGG® Amary Faux Fur Slipper Bootie (Women),$59.96,"['QUARTZ FABRIC', 'WHITE FABRIC']",https://shop.nordstrom.com/s/ugg-amary-faux-fur-slipper-bootie-women/5534002?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=quartz%20fabric
103,Caslon® Side Slit Convertible Cowl Neck Tunic (Regular & Petite),$45.90,"['RED CORDOVAN', 'BLACK', 'TAN COBBLESTONE']",https://shop.nordstrom.com/s/caslon-side-slit-convertible-cowl-neck-tunic-regular-petite/5494469?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=red%20cordovan
104,Free People Truth or Square Bodysuit,$34.80,"['WHITE', 'BLACK']",https://shop.nordstrom.com/s/free-people-truth-or-square-bodysuit/5387006?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=white
105,UGG® Cozy Knit Genuine Shearling Slipper (Women),$79.95,"['BLACK', 'CHARCOAL', 'CREAM']",https://shop.nordstrom.com/s/ugg-cozy-knit-genuine-shearling-slipper-women/5025430?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
106,Zella Live In High Waist Pocket 7/8 Leggings,$35.40,[],https://shop.nordstrom.com/s/zella-live-in-high-waist-pocket-7-8-leggings/5538407?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
107,UGG® Classic Mini Fluff Genuine Shearling Bootie (Women),$89.90,"['CHESTNUT', 'BLACK', 'CHARCOAL']",https://shop.nordstrom.com/s/ugg-classic-mini-fluff-genuine-shearling-bootie-women/5324753?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=chestnut
108,Free People Softly Structured Knit Tunic,$88.80,"['BLACK', 'CHARCOAL HEATHER', 'OATMEAL HEATHER', 'DEEP JADE', 'TOBACCO']",https://shop.nordstrom.com/s/free-people-softly-structured-knit-tunic/5046275?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
109,Zella Live In High Waist Leggings,$35.40,[],https://shop.nordstrom.com/s/zella-live-in-high-waist-leggings/5538340?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=green%20ponderosa
110,Vince Camuto Gigietta Bootie (Women),$99.90,[],https://shop.nordstrom.com/s/vince-camuto-gigietta-bootie-women/5244728?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=foxy%20suede
111,Free People Easy Street Tunic,$76.80,[],https://shop.nordstrom.com/s/free-people-easy-street-tunic/5285638?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=limon
112,UGG® Aureo II Waterproof Bootie (Women),$83.90,"['PINEWOOD NUBUCK', 'CHESTNUT SUEDE', 'SLATE SUEDE', 'BLACK NUBUCK']",https://shop.nordstrom.com/s/ugg-aureo-ii-waterproof-bootie-women/5319359?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pinewood%20nubuck
113,Zella Mix It Up Faux Shearling Half-Zip Pullover,$39.49,"['BEIGE RAINY DAY', 'PURPLE TAUPE', 'GREY FORGED']",https://shop.nordstrom.com/s/zella-mix-it-up-faux-shearling-half-zip-pullover/5367105?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=beige%20rainy%20day
114,Sam Edelman Hooded Puffer Jacket,$89.99,[],https://shop.nordstrom.com/s/sam-edelman-hooded-puffer-jacket/5270244?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=moss
115,Madewell Whisper Cotton V-Neck Pocket Tee (Regular & Plus Size),$15.60,[],https://shop.nordstrom.com/s/madewell-whisper-cotton-v-neck-pocket-tee-regular-plus-size/5521848?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=provence%20grape
116,Topshop Cuba Platform Sneaker (Women),$26.98 – $32.98,"['WHITE MULTI', 'BLACK MULTI', 'BROWN MULTI']",https://shop.nordstrom.com/s/topshop-cuba-platform-sneaker-women/5545102?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=white%20multi
117,Zella Live in Pocket 7/8 Maternity Leggings,$38.90,[],https://shop.nordstrom.com/s/zella-live-in-pocket-7-8-maternity-leggings/5236786?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
118,BP. Lace Trim Satin Camisole Top,$23.40,"['BLACK SKETCHY DOT', 'BLACK', 'BEIGE BIRCH LEOPARD DASH']",https://shop.nordstrom.com/s/bp-lace-trim-satin-camisole-top/4557318?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20sketchy%20dot
119,Caslon® Turtleneck Tunic Sweater,$41.40,"['BLACK', 'BEIGE OATMEAL LIGHT HEATHER', 'GREY HEATHER', 'RED CORDOVAN', 'TEAL DEEP']",https://shop.nordstrom.com/s/caslon-turtleneck-tunic-sweater/5264040?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
120,BLANKNYC Record Breaker Collarless Faux Leather Moto Jacket (Regular & Plus Size),$48.98 – $58.80,"['MOONLIGHTING/ BLACK', 'FAWN']",https://shop.nordstrom.com/s/blanknyc-record-breaker-collarless-faux-leather-moto-jacket-regular-plus-size/5270861?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=moonlighting%2F%20black
121,Nordstrom Moonlight Pajamas,$35.40,"['GREY SPACEDYE', 'BLACK']",https://shop.nordstrom.com/s/nordstrom-moonlight-pajamas/5545101?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=grey%20spacedye
122,Halogen® V-Neck Cashmere Sweater,$49.00,[],https://shop.nordstrom.com/s/halogen-v-neck-cashmere-sweater/5210616?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=oatmeal
123,Free People North Shore Thermal Knit Tunic Top,$40.80,"['SAND', 'CORAL', 'STORM GREY', 'RED', 'TURQUOISE']",https://shop.nordstrom.com/s/free-people-north-shore-thermal-knit-tunic-top/5537945?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=sand
124,Cole Haan Hooded Down & Feather Jacket,$109.00,[],https://shop.nordstrom.com/s/cole-haan-hooded-down-feather-jacket/4710006?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=cashew
125,UGG® Dakota Water Resistant Genuine Shearling Pompom Slipper (Women),$69.90,"['CHESTNUT SUEDE', 'SEAL']",https://shop.nordstrom.com/s/ugg-dakota-water-resistant-genuine-shearling-pompom-slipper-women/4631936?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=chestnut%20suede
126,Hunter Original Tour Gloss Packable Rain Boot (Women),$75.00 – $99.90,"['DARK SLATE', 'BLACK']",https://shop.nordstrom.com/s/hunter-original-tour-gloss-packable-rain-boot-women/3924609?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=dark%20slate
127,Halogen® Crewneck Cashmere Sweater (Regular & Petite),$65.90,[],https://shop.nordstrom.com/s/halogen-crewneck-cashmere-sweater-regular-petite/4589161?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=grey%20dark%20heather
128,Sam Edelman Faux Fur Trim Down Parka,$155.98,"['LT BLUE', 'BLACK', 'NAVY', 'LODEN', 'MUSTARD']",https://shop.nordstrom.com/s/sam-edelman-faux-fur-trim-down-parka/5050776?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=lt%20blue
129,Bobeau Rib Long Sleeve Fuzzy Top (Regular & Petite),$27.00,[],https://shop.nordstrom.com/s/bobeau-rib-long-sleeve-fuzzy-top-regular-petite/5519754?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=raven%20black%20mix
130,Topshop Carly Coat (Regular & Petite),$62.50,[],https://shop.nordstrom.com/s/topshop-carly-coat-regular-petite/5301203?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=brown
131,adidas Swift Run Sneaker (Women),$56.94,[],https://shop.nordstrom.com/s/adidas-swift-run-sneaker-women/5533770?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=core%20black%2F%20core%20black%2F%20white
132,Bernardo Packable Down & EcoPlume Coat (Regular & Petite),$71.55 – $79.90,[],https://shop.nordstrom.com/s/bernardo-packable-down-ecoplume-coat-regular-petite/4682633?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=petal%20pink
133,UGG® Classic Mini II Genuine Shearling Lined Boot (Women),$89.90,[],https://shop.nordstrom.com/s/ugg-classic-mini-ii-genuine-shearling-lined-boot-women/5515177?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=antelope%20suede
134,Leith Dolman Sleeve Cardigan,$41.40,[],https://shop.nordstrom.com/s/leith-dolman-sleeve-cardigan/5274215?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=tan%20lion
135,UGG® Marciela II Water Resistant Boot (Women),$119.90,[],https://shop.nordstrom.com/s/ugg-marciela-ii-water-resistant-boot-women/5322209?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=charcoal%20suede
136,Lucky Brand Yimina Wedge Bootie (Women),$59.90,[],https://shop.nordstrom.com/s/lucky-brand-yimina-wedge-bootie-women/5483298?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=chinchilla%20snake%20leather
137,Free People Ottoman Slouchy Tunic,$88.80,"['HONEYDEW', 'AUTUMN', 'GREY ICE']",https://shop.nordstrom.com/s/free-people-ottoman-slouchy-tunic/4706530?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=honeydew
138,UGG® Classic Mini II Genuine Shearling Lined Boot (Women),$99.95,[],https://shop.nordstrom.com/s/ugg-classic-mini-ii-genuine-shearling-lined-boot-women/5533976?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pink%20crystal
139,Thread & Supply Wubby Fleece Pullover,$49.90,"['MILK', 'CHARCOAL']",https://shop.nordstrom.com/s/thread-supply-wubby-fleece-pullover/5276971?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=milk
140,Cole Haan GrandPro Tennis Shoe (Women),$77.98,"['NATURAL JAGUAR CALF HAIR', 'BRAZILIAN LEATHER', 'NIMBUS CLOUD LEATHER', 'MAHOGANY ROSE LEATHER']",https://shop.nordstrom.com/s/cole-haan-grandpro-tennis-shoe-women/5532875?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=natural%20jaguar%20calf%20hair
