,item_name,item_price,item_color,item_link
141,Børn Uchee Knee High Boot (Regular & Wide Calf),$159.90,[],https://shop.nordstrom.com/s/born-uchee-knee-high-boot-regular-wide-calf/5243853?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20distressed%20leather
142,Sam Edelman Water Repellent Faux Fur Trim Puffer Jacket,$66.33,"['YELLOW', 'GREEN', 'BLACK', 'WHITE', 'RED']",https://shop.nordstrom.com/s/sam-edelman-water-repellent-faux-fur-trim-puffer-jacket/5384216?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=yellow
143,Leith Juliet Sleeve Sweater,$35.40,"['BLACK', 'BEIGE OATMEAL MEDIUM HEATHER', 'GREEN BUG', 'PINK BOUQUET', 'RED CHILI']",https://shop.nordstrom.com/s/leith-juliet-sleeve-sweater/5351218?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
144,Sam Edelman 'Petty' Chelsea Boot (Women),$77.90,"['PUTTY SUEDE', 'BLACK SUEDE']",https://shop.nordstrom.com/s/sam-edelman-petty-chelsea-boot-women/3212698?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=putty%20suede
145,Blondo Perla Waterproof Bootie (Women),$89.90,"['DARK GREY SUEDE', 'BLACK SUEDE']",https://shop.nordstrom.com/s/blondo-perla-waterproof-bootie-women/5294244?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=dark%20grey%20suede
146,UGG® Karel Boot (Women),$99.90,"['CHESTNUT SUEDE', 'BLACK SUEDE', 'CHARCOAL SUEDE']",https://shop.nordstrom.com/s/ugg-karel-boot-women/4631266?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=chestnut%20suede
147,All in Favor Perfect Henley Tunic,$24.90,"['QUAIL', 'BLACK', 'FADED ROSE', 'IVORY']",https://shop.nordstrom.com/s/all-in-favor-perfect-henley-tunic/5425950?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=quail
148,Madewell Whisper Cotton V-Neck Tank,$14.80,"['HEATHER MERCURY', 'OPTIC WHITE', 'TRUE BLACK']",https://shop.nordstrom.com/s/madewell-whisper-cotton-v-neck-tank/5521846?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=heather%20mercury
149,Sperry Saltwater Rain Boot (Women),$79.90,"['RED/ BLACK CHECK FABRIC', 'IVORY FAUX SHEARLING']",https://shop.nordstrom.com/s/sperry-saltwater-rain-boot-women/5501937?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=red%2F%20black%20check%20fabric
150,Thread & Supply Double Breasted Peacoat,$37.90,[],https://shop.nordstrom.com/s/thread-supply-double-breasted-peacoat/3738126?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=olive
151,Lauren Ralph Lauren Quilted Faux Fur Trim Parka (Regular & Petite),$164.90 – $330.00,"['DK NAVY', 'BLACK', 'LITCHFIELD LODEN', 'MODA CREAM']",https://shop.nordstrom.com/s/lauren-ralph-lauren-quilted-faux-fur-trim-parka-regular-petite/4450741?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=dk%20navy
152,Blondo Valli 2.0 Waterproof Bootie (Women) (Nordstrom Exclusive),$99.90,[],https://shop.nordstrom.com/s/blondo-valli-2-0-waterproof-bootie-women-nordstrom-exclusive/5294247?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20nubuck
153,adidas UltraBoost 19 Running Shoe (Women),$120.60,"['SHOCK PINK/ BLACK/ WHITE', 'BLACK/ GREY/ SOLAR ORANGE']",https://shop.nordstrom.com/s/adidas-ultraboost-19-running-shoe-women/5514983?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=shock%20pink%2F%20black%2F%20white
154,Kenneth Cole New York Faux Fur Trim Puffer Jacket,$74.98,[],https://shop.nordstrom.com/s/kenneth-cole-new-york-faux-fur-trim-puffer-jacket/5405953?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=olive
155,BP. Luke Over The Knee Boot (Women),$59.96,"['BLACK FAUX SUEDE', 'TAUPE FAUX SUEDE']",https://shop.nordstrom.com/s/bp-luke-over-the-knee-boot-women/5381569?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20faux%20suede
156,UGG® Mini Bailey Bow II Genuine Shearling Bootie (Women),$99.95,"['NIGHTSHADE', 'PINK CRYSTAL SUEDE']",https://shop.nordstrom.com/s/ugg-mini-bailey-bow-ii-genuine-shearling-bootie-women/5533987?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=nightshade
157,BLANKNYC The Essentials Faux Leather Moto Jacket,$58.80,"['BLACK', 'SKY WALKER', 'BURGUNDY']",https://shop.nordstrom.com/s/blanknyc-the-essentials-faux-leather-moto-jacket/5310171?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
158,UGG® Bailey Bow II Genuine Shearling Boot (Women),$139.95,[],https://shop.nordstrom.com/s/ugg-bailey-bow-ii-genuine-shearling-boot-women/5533984?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pink%20crystal
159,BP. Jett Bootie (Women),$59.90,"['COGNAC LEATHER', 'BLACK SUEDE', 'BLACK LEATHER']",https://shop.nordstrom.com/s/bp-jett-bootie-women/5180648?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=cognac%20leather
160,Free People Santa Clara Thermal Top,$40.80,[],https://shop.nordstrom.com/s/free-people-santa-clara-thermal-top/5310721?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=noon%20sun
161,Julia Jordan Halter Wide Leg Jumpsuit,$63.99,[],https://shop.nordstrom.com/s/julia-jordan-halter-wide-leg-jumpsuit/5517533?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
162,Madewell The Regan Boot (Women),$89.32,[],https://shop.nordstrom.com/s/madewell-the-regan-boot-women/5549699?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=true%20black%20leather
163,Halogen® Shirttail Wool & Cashmere Boatneck Tunic,$64.49,[],https://shop.nordstrom.com/s/halogen-shirttail-wool-cashmere-boatneck-tunic/3994054?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=grey%20heather
164,BP. Girlfriend Pajamas,$35.40,[],https://shop.nordstrom.com/s/bp-girlfriend-pajamas/5542800?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pink%20veil%20rose%20heartbreaker
165,All in Favor Dolman Plissé Midi Dress,$35.40,"['SHINE BLACK', 'GREEN BUG', 'ANTIQUE GREEN', 'CABERNET', 'PURPLE POTION']",https://shop.nordstrom.com/s/all-in-favor-dolman-plisse-midi-dress/5536389?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=shine%20black
166,UGG® Galaxy Genuine Shearling Slipper,$77.96,"['BLACK', 'QUARTZ']",https://shop.nordstrom.com/s/ugg-galaxy-genuine-shearling-slipper/5319370?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
167,BLANKNYC Suede Moto Jacket,$93.98,"['SILVER SCREEN', 'CORAL CEDAR', 'SAND STONER']",https://shop.nordstrom.com/s/blanknyc-suede-moto-jacket/4600359?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=silver%20screen
168,BP. Cozy Ribbed Turtleneck Top,$17.40,"['GREY MEDIUM HEATHER', 'BEIGE OATMEAL LIGHT HEATHER', 'OLIVE ITALY']",https://shop.nordstrom.com/s/bp-cozy-ribbed-turtleneck-top/5324468?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=grey%20medium%20heather
169,Zella Body Rhythm Sports Bra,$19.49,"['BLACK HEATHER', 'BLACK']",https://shop.nordstrom.com/s/zella-body-rhythm-sports-bra/5522470?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20heather
170,Zella Cassie Faux Fur Hoodie,$39.90,[],https://shop.nordstrom.com/s/zella-cassie-faux-fur-hoodie/5347364?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=beige%20rainy%20day
171,BP. Sophie Criss Cross Plush Bedroom Slipper (Women),$14.96,"['GREY FAUX FUR', 'NEON FAUX FUR', 'PINK FAUX FUR', 'BLACK FAUX FUR']",https://shop.nordstrom.com/s/bp-sophie-criss-cross-plush-bedroom-slipper-women/5529533?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=grey%20faux%20fur
172,UGG® Classic Mini Fluff Genuine Shearling Bootie (Women),$89.90,[],https://shop.nordstrom.com/s/ugg-classic-mini-fluff-genuine-shearling-bootie-women/5534003?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=bougainvillea
173,Gibson Cozy Fleece Convertible Neck Sweatshirt (Regular & Petite),$32.00,"['HEATHER GREY', 'BLACK', 'MULBERRY WINE', 'GREY LEOPARD', 'PINK LIPSTICK']",https://shop.nordstrom.com/s/gibson-cozy-fleece-convertible-neck-sweatshirt-regular-petite/5300604?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=heather%20grey
174,CeCe Clip Dot Sleeve Sweater,$42.72,"['RICH BLACK', 'ANTIQ WHITE']",https://shop.nordstrom.com/s/cece-clip-dot-sleeve-sweater/5417143?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=rich%20black
175,Sam Edelman Pillow Collar Belted Puffer Coat,$89.98,[],https://shop.nordstrom.com/s/sam-edelman-pillow-collar-belted-puffer-coat/5384214?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pink
176,UGG® Bailey Button II Boot (Women),$119.95,"['TERRACOTTA SUEDE', 'PINK CRYSTAL SUEDE']",https://shop.nordstrom.com/s/ugg-bailey-button-ii-boot-women/5533977?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=terracotta%20suede
177,Tory Burch Miller Flip Flop (Women),$132.66,[],https://shop.nordstrom.com/s/tory-burch-miller-flip-flop-women/5481288?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=spark%20gold
178,UGG® Polk Boot (Women),$101.90,[],https://shop.nordstrom.com/s/ugg-polk-boot-women/5324744?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20leather
179,UGG® Classic Bling Mini Bootie (Women),$101.96,[],https://shop.nordstrom.com/s/ugg-classic-bling-mini-bootie-women/5533993?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
180,Thread & Supply Fleece Lined Quilted Utility Jacket,$52.80,[],https://shop.nordstrom.com/s/thread-supply-fleece-lined-quilted-utility-jacket/5276973?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=blush
181,PJ Salvage Just Peachy Pajamas,$58.80,"['IVORY', 'ECRU', 'CHEVRON NAVY', 'SLATE MELANGE']",https://shop.nordstrom.com/s/pj-salvage-just-peachy-pajamas/5541855?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=ivory
182,Steve Madden Talent d'Orsay Flat (Women),$47.96 – $91.95,[],https://shop.nordstrom.com/s/steve-madden-talent-dorsay-flat-women/5239387?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=rhinestone
183,Bobeau Rib Long Sleeve Fuzzy Top (Regular & Petite),$27.00,[],https://shop.nordstrom.com/s/bobeau-rib-long-sleeve-fuzzy-top-regular-petite/5545902?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=camo%20olive
184,MAC Lucky Stars Lipstick Kit ($44 Value),$22.13,"['VIBRA', 'NEUTRAL']",https://shop.nordstrom.com/s/mac-lucky-stars-lipstick-kit-44-value/5384723?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=vibra
185,Hunter Original Play Waterproof Rain Bootie (Women),$56.98,[],https://shop.nordstrom.com/s/hunter-original-play-waterproof-rain-bootie-women/5525889?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=wader%20yellow
186,UGG® Grove Genuine Shearling Trim Slipper (Women),$69.90,"['CHESTNUT SUEDE', 'CHARCOAL SUEDE']",https://shop.nordstrom.com/s/ugg-grove-genuine-shearling-trim-slipper-women/5319375?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=chestnut%20suede
187,UGG® Classic Cosmos sequin Short Boot (Women),$113.90,[],https://shop.nordstrom.com/s/ugg-classic-cosmos-sequin-short-boot-women/5319354?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=silver%2F%20gold
188,UGG® Dakota Water Resistant Slipper (Women),$69.95,"['NIGHTSHADE SUEDE', 'MOLE SUEDE']",https://shop.nordstrom.com/s/ugg-dakota-water-resistant-slipper-women/5533921?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=nightshade%20suede
189,Tory Burch Metal Miller Flip Flop (Women),$149.90,[],https://shop.nordstrom.com/s/tory-burch-metal-miller-flip-flop-women/5481296?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=perfect%20navy%20%2F%20silver
190,UGG® Classic Galaxy Bling Mini Bootie (Women),$107.96,"['CHARCOAL SUEDE', 'QUARTZ SUEDE', 'BLACK SUEDE']",https://shop.nordstrom.com/s/ugg-classic-galaxy-bling-mini-bootie-women/5351301?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=charcoal%20suede
191,Jeffrey Campbell Cloudy Waterproof Chelsea Rain Boot (Women),$48.71 – $59.95,"['BLACK MATTE BLACK', 'BLUE IRIDESCENT']",https://shop.nordstrom.com/s/jeffrey-campbell-cloudy-waterproof-chelsea-rain-boot-women/4459923?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20matte%20black
192,Vince Havana Notch Bootie (Women),$157.98,"['BLACK LEATHER', 'LIGHT STRAW SUEDE', 'CASHEW', 'MILITAIRE', 'WALNUT']",https://shop.nordstrom.com/s/vince-havana-notch-bootie-women/5264835?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20leather
193,Halogen® x Atlantic-Pacific Gabriela Platform Oxford (Women) (Nordstrom Exclusive),$65.96,"['RED CHILI PATENT LEATHER', 'MINT PATENT LEATHER', 'PINK SMOKE PATENT LEATHER', 'BROWN MULTI PLAID FABRIC']",https://shop.nordstrom.com/s/halogen-x-atlantic-pacific-gabriela-platform-oxford-women-nordstrom-exclusive/5328449?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=red%20chili%20patent%20leather
194,Gibson Cozy Tunic (Regular & Petite),$36.00 – $40.20,[],https://shop.nordstrom.com/s/gibson-cozy-tunic-regular-petite/4978653?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=heather%20grey
195,Nike Epic React Flyknit 2 Running Shoe (Women),$99.90,"['PINK BLAST/ BLACK/ WHITE', 'PURE PLATINUM/ WOLF GREY', 'BLACK/ ANTHRACITE/ GUN SMOKE', 'BLACK/ BLACK/ EMBER GLOW/ GOLD']",https://shop.nordstrom.com/s/nike-epic-react-flyknit-2-running-shoe-women/5514922?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pink%20blast%2F%20black%2F%20white
196,Zella Weekend Full Zip Hoodie,$39.49,"['BLACK', 'IVORY CLOUD', 'GREY LILAC']",https://shop.nordstrom.com/s/zella-weekend-full-zip-hoodie/5400604?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
197,Steve Madden Domain Thigh High Boot (Women),$67.17,"['NATURAL SNAKE PRINT', 'BLACK']",https://shop.nordstrom.com/s/steve-madden-domain-thigh-high-boot-women/5437236?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=natural%20snake%20print
198,BeautyBio Metallic Gold GloPRO® Microneedling Regeneration Tool Set (Nordstrom Exclusive) ($239 Value),$149.25,[],https://shop.nordstrom.com/s/beautybio-metallic-gold-glopro-microneedling-regeneration-tool-set-nordstrom-exclusive-239-value/5361814?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=none
199,Halogen® Everyday Cashmere Beanie,$23.40,[],https://shop.nordstrom.com/s/halogen-everyday-cashmere-beanie/5288744?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
200,Levi's® 721 Ripped High Waist Skinny Jeans (Rugged Indigo),$58.80,[],https://shop.nordstrom.com/s/levis-721-ripped-high-waist-skinny-jeans-rugged-indigo/4719874?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=rugged%20indigo
201,Vince Camuto Nethera Perforated Bootie (Women) (Nordstrom Exclusive),$59.98,"['FOXY SUEDE', 'GRAYSTONE SUEDE', 'BLACK SUEDE']",https://shop.nordstrom.com/s/vince-camuto-nethera-perforated-bootie-women-nordstrom-exclusive/5244724?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=foxy%20suede
202,SOREL Out N About Plus Waterproof Bootie (Women),$89.90,"['ALPINE TUNDRA LEATHER', 'BLACK/ BLACK LEATHER']",https://shop.nordstrom.com/s/sorel-out-n-about-plus-waterproof-bootie-women/5546859?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=alpine%20tundra%20leather
203,1.STATE Side Button Waffle Weave Turtleneck Sweater,$59.40,"['RAPTURE PINK', 'ANTIQUE WHITE', 'SILVER HEATHER', 'RICH BLACK']",https://shop.nordstrom.com/s/1-state-side-button-waffle-weave-turtleneck-sweater/5394740?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=rapture%20pink
204,Sam Edelman Faux Shearling Lined Puffer Coat,$97.30,"['OLIVE', 'BLACK', 'MARIGOLD', 'NAVY', 'WHITE']",https://shop.nordstrom.com/s/sam-edelman-faux-shearling-lined-puffer-coat/5327997?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=olive
205,Socialite Twist Front Brushed Hacci Sweatshirt,$20.98,[],https://shop.nordstrom.com/s/socialite-twist-front-brushed-hacci-sweatshirt/5545104?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=pink
206,STS Blue Ellie High Waist Jeggings (North Alexis),$29.40,[],https://shop.nordstrom.com/s/sts-blue-ellie-high-waist-jeggings-north-alexis/5271407?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=north%20alexis
207,Steve Madden Lead Bootie (Women),$69.90 – $77.96,"['BLACK CROCO', 'BLACK LEATHER', 'BURGUNDY', 'NUDE SNAKE PRINT']",https://shop.nordstrom.com/s/steve-madden-lead-bootie-women/5407473?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black%20croco
208,UGG® Amary Faux Fur Slipper Bootie (Women),$59.96,"['QUARTZ FABRIC', 'WHITE FABRIC']",https://shop.nordstrom.com/s/ugg-amary-faux-fur-slipper-bootie-women/5534002?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=quartz%20fabric
209,Caslon® Side Slit Convertible Cowl Neck Tunic (Regular & Petite),$45.90,"['RED CORDOVAN', 'BLACK', 'TAN COBBLESTONE']",https://shop.nordstrom.com/s/caslon-side-slit-convertible-cowl-neck-tunic-regular-petite/5494469?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=red%20cordovan
210,Free People Truth or Square Bodysuit,$34.80,"['WHITE', 'BLACK']",https://shop.nordstrom.com/s/free-people-truth-or-square-bodysuit/5387006?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=white
211,UGG® Cozy Knit Genuine Shearling Slipper (Women),$79.95,"['BLACK', 'CHARCOAL', 'CREAM']",https://shop.nordstrom.com/s/ugg-cozy-knit-genuine-shearling-slipper-women/5025430?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAll%20Women&color=black
